v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,label,project_name
85.65525004000003,-288.1605234999999,-76.83302246999996,-149.54562822,-57.85231941000001,120.92424603999996,-22.417013870999984,-94.52932019,495.92809319999986,-266.3299153999999,185.31781819999992,32.26260635563,-172.53501880000013,99.53786425,56.52514136,-189.32352790000004,408.2306124000004,98.20209585000005,241.49191690000023,-159.06432588,207.9488327999999,84.17077726,-107.36281111000002,439.21792389999985,331.4418643,350.09238160000024,-148.80669707999996,-8.620116270000002,118.56923320999996,11.031241216339998,-88.32481865000003,121.99331054999998,-447.5230711000002,175.93576769,144.64630028999994,-281.9839817999999,64.33474333999995,-274.2898173000001,147.81559681000005,-126.10223468000001,295.7764258,-233.93012739999992,231.03823130000004,107.68941207999998,-182.7335771,271.91265119999986,450.96421110000006,-50.05207387999999,6.9937018800000015,-57.756469529999976,46.588216440000004,-98.14574559000003,-31.311379110000033,-336.1443976,-495.1695667000001,-91.19135412000001,-123.77113555999995,-191.15392890000007,-160.94051681,62.53909161,-193.52414959999984,-48.66090823999997,143.90022527,33.18801706799999,359.60514679999994,42.84756831000001,-383.5856299000001,3.6172917270000013,25.44738117,-29.255593490000003,-140.2535148,-51.26067828,-222.4532596999999,-130.16781846000006,-175.6737085000002,-260.14429079999985,330.41484479999997,-84.65423404999997,586.7337134999998,169.56600430000006,81.75832703999997,-373.83488739999973,20.476480585,-11.636771184999999,0.31698452999999943,-318.1452785000001,-384.2950691,64.93515406,-119.34771792000001,69.15926805999995,-286.5332419999999,-300.11636009999984,-67.36543387000003,194.28536140000003,150.07462419000012,158.37713085000001,-171.07735690000007,-179.02629861,263.4129478,-37.02095907000001,-202.70481614,-301.686675,-39.726248340000005,240.70015980000005,-306.36976439999995,217.7540369,-258.99847850000003,25.587856201999998,-109.32663439999992,478.57386099999985,77.30479397999999,-298.71918500000004,83.69126652999995,552.3047879000004,47.57814385999999,177.44726296000007,8.522112017999998,193.45384129999988,-9.853410181000001,158.5516586100001,294.80587730000025,-68.75069047999997,-51.04607812000002,-390.91755060000025,8.523932609999996,-360.19033179999997,-189.5058793,-186.51881350000002,True,agile-data-common-2.1.0.M52
749.5654749921008,-2775.822534059999,-719.5334587369988,-1394.3867694449978,-574.0977167499996,1194.9420075239975,-200.95589907159984,-908.1985268299993,4676.0477513600035,-2516.679158340002,1730.2266588499974,247.99241470026533,-1616.961356591003,968.8599809680001,554.9752091740014,-1776.4082267200015,3891.717986930007,912.7963539430019,2259.0509691399975,-1540.2054973189968,1981.4442060100016,736.0676401319987,-985.230788943001,4211.143251920001,3134.2194313299988,3305.070331900001,-1416.0367640930003,-108.36743988890012,1174.957394204002,77.84125916492309,-838.9523635249997,1114.6698150089994,-4226.930102270003,1620.334475937997,1347.3862834910005,-2648.1072245600008,560.4375521829993,-2608.56848234,1371.946149532997,-1179.0358392360008,2847.7821633899985,-2219.296335240001,2128.2972728299924,1064.995630061,-1722.204206270002,2555.6894570500026,4245.1836807599975,-491.8347984849998,102.06915154090011,-496.36738389410056,448.77368782899885,-939.3165330729975,-279.5774364683995,-3126.989730309993,-4720.019276399999,-810.0639732910009,-1127.9989157259988,-1812.6702508500016,-1478.9457865250008,569.8403460869997,-1811.9384566899996,-420.8806506807002,1379.4001617040024,285.5791842153402,3394.5163457999984,375.5527674452992,-3626.5333734999995,5.263712313699995,242.06980395278032,-283.2372233390001,-1334.63035438,-505.6528775653002,-2084.695470060004,-1196.867006889002,-1701.7545391700014,-2478.8045499,3119.472449849998,-780.5688396720009,5545.321673989998,1617.5130555669996,787.6052518120009,-3549.40799066,156.22074969626883,-89.95448446050007,100.36983536999985,-2996.142839279996,-3559.1776201700036,603.8910050459992,-1116.3235530910003,670.0884259040001,-2725.2200483000015,-2844.0823764800016,-645.125119823998,1825.9759188499972,1440.5640040709973,1487.7167240259998,-1636.9047906799976,-1664.9286431520006,2515.2744138300013,-347.20293771000036,-1859.5025325230042,-2875.8422886599983,-361.6912883989999,2272.930938790001,-2889.0431241100027,2058.078984199999,-2444.610397279999,218.99242981330008,-1044.5366204450008,4540.907873280003,733.3206445080007,-2794.124154139999,788.0989966759984,5173.394404259996,499.5709439630002,1658.1110619689955,37.0782947208001,1840.924375799998,-81.11133783986996,1490.938608876002,2774.258043999999,-677.8623859010004,-509.8914721099992,-3706.982611200002,116.17867660660006,-3399.620512079995,-1842.75212125,-1773.9825054000016,True,artemis-java-test-sandbox-1.13.0
383.31661458200017,-1473.7820848100039,-379.4256942469997,-719.9332822340008,-316.8250576070002,632.7515440749994,-101.61438188749986,-484.44061395599977,2457.6878215399997,-1322.5647770400014,901.0810773100008,121.19528860058264,-842.8589431000019,525.8178912510009,294.0186415989994,-934.6617457500015,2056.271607039995,474.8246760589994,1184.692275049998,-822.8923078799985,1049.353083310001,366.5103657360002,-505.57262880600047,2238.7038940400066,1642.7261780200001,1735.208889580003,-736.4355265010005,-61.46769340679997,634.5038132889999,39.082263403776054,-450.7283181110004,574.555461385999,-2218.1002035799975,846.579579155999,704.2445088909997,-1386.072982869999,284.02350981400036,-1369.1018059699984,727.1108213559995,-621.9394126969997,1501.8179366900001,-1164.8571647599977,1106.9110277299992,565.1408453929998,-902.3869254499992,1346.2532430600008,2236.0831294700024,-272.3925652309995,72.40775728589995,-250.22264889170003,228.40990278599972,-492.3210107469994,-138.68729842869993,-1639.3617823199993,-2497.3240058599995,-407.2044954530001,-583.6404749249998,-952.1536625599965,-763.4850433990002,296.7012552269992,-946.4267822800014,-212.74099322200007,738.385796961,145.02462734280027,1790.7523135699998,194.2271518332002,-1908.7378547200035,7.809332997799993,137.99182623900003,-149.8436022480001,-705.757775813,-281.6710027509997,-1093.810488699999,-622.4495300470004,-907.9532551659993,-1307.7266838799987,1637.5226190799995,-405.4334275630003,2929.9857831400013,852.5762519800026,413.031286062,-1878.5273711400007,71.56330244649996,-42.20028071960003,83.8195050900001,-1572.430788819995,-1845.73062281,307.2653652430004,-586.8618082479998,359.79936919599993,-1437.5158488899997,-1504.9430748499985,-337.583157897,961.3009192300007,762.4192829339999,785.5786209870013,-869.3298723399981,-861.711483147001,1325.218416720002,-177.52663158500016,-963.8668586699996,-1525.4107670399985,-189.160183137,1199.5904349400005,-1520.0685776299965,1090.0658586700008,-1280.1820947099984,108.54007698679989,-557.0260212019991,2393.3620515700018,391.1324557900003,-1460.9932064600016,410.02373599800137,2707.9157045799993,274.8143549630007,868.2737283300023,15.136228733099998,980.1753962880001,-41.398293835199986,787.6997395200016,1451.9004261700024,-362.72515784299964,-272.9381581560004,-1955.0402619599988,75.32798104840006,-1801.0343008799975,-987.0564206100007,-931.95411336,True,aspsp-mock-api-2.0.4
5.48016921,-17.8845862,-4.95639464,-9.553156620000001,-3.4439574799999995,7.47646371,-1.48844677,-5.842225729999999,31.2528237,-16.701016399999997,11.762800300000002,2.23190802,-10.8917236,6.06962554,3.60908412,-11.9388008,25.522089799999996,6.24953161,15.212943500000002,-9.76279238,12.918933900000003,5.54328359,-6.94285391,27.292371699999997,20.864630899999998,22.104928599999997,-9.37205486,-0.41198082,7.19347726,0.7806185999999999,-5.48817749,7.767077059999999,-28.185893399999998,11.2544813,9.07447828,-17.8683208,4.30825334,-17.1230176,9.34543337,-7.8798649,18.387464900000005,-14.7255955,14.7410283,6.660208890000001,-11.5455237,17.1394855,28.2681791,-2.95876985,0.19025478,-3.83047015,2.9888695399999996,-6.14438426,-2.05847229,-21.2992332,-30.9053605,-5.903930369999999,-8.01235338,-11.9910785,-10.3435726,4.0065309,-12.241922899999999,-3.1382882599999995,8.90490897,2.3104816500000003,22.5785698,2.7147459400000002,-24.023398900000004,0.17773538,1.5642120000000002,-1.84316782,-8.75800569,-3.0593697,-14.0148108,-8.35533777,-10.7737206,-16.3218996,20.8369308,-5.36899801,36.782883999999996,10.710748,5.0605974,-23.361340499999997,1.49062267,-0.85430875,-0.44707447999999994,-20.0312347,-24.5027827,4.20786898,-7.500099359999999,4.23478624,-17.9064009,-18.8127998,-4.27677948,12.171230000000001,9.31816323,9.949644000000001,-10.6187323,-11.4042589,16.5125919,-2.3197417099999997,-12.973401999999998,-18.782406899999998,-2.52174372,15.090736,-19.3429539,13.6428232,-16.3654884,1.7705406899999998,-6.8095767799999996,30.0171229,4.79057846,-18.8724419,5.2647702800000005,35.0202591,2.8003687800000003,11.1108987,0.6899525100000001,12.051881700000001,-0.61630047,9.90010817,18.573190899999997,-4.19780145,-3.12530851,-24.604575599999997,0.35210821,-22.5035848,-11.574448400000001,-11.741668899999999,True,atmosphere-samples-commons-2.3.0-RC5
7.662553549999999,-25.2235782,-6.77713806,-13.22737027,-4.96826171,10.56908785,-2.003640359,-8.28599437,43.66797899999999,-23.4932494,16.3669325,2.9255702765,-15.213328,8.660173590000001,4.96076867,-16.6662848,35.8402081,8.68145668,21.286695900000005,-13.88095062,18.274729299999997,7.585232029999999,-9.566974230000001,38.5009827,29.1922511,30.8570037,-13.100618599999999,-0.7025894800000001,10.29521319,1.0050249452,-7.71900428,10.82270733,-39.4303554,15.58819232,12.76354468,-24.877647800000002,5.770789,-24.170536500000008,13.07025687,-11.11875204,25.934659500000002,-20.6085928,20.4734748,9.413844990000001,-16.0944343,23.946720299999992,39.725873799999995,-4.31715936,0.5162747599999998,-5.208187929999999,4.0998203900000005,-8.63761062,-2.7904059,-29.675346400000002,-43.466897800000005,-8.167223380000001,-10.98400391,-16.807513500000002,-14.28190004,5.543115670000001,-17.072972,-4.367791049999999,12.595578320000001,2.9759385099999993,31.6328279,3.80661708,-33.7340155,0.3151589,2.19245896,-2.5722321100000003,-12.32941728,-4.435621370000001,-19.600059700000006,-11.548802940000002,-15.354962800000001,-22.859350999999997,29.113457699999998,-7.53615959,51.616907,14.9411325,7.1545713300000005,-32.836563399999996,1.906771719,-1.074942683,-0.21686773,-28.044929099999997,-34.0374069,5.74509598,-10.54947959,6.019607860000001,-25.1994387,-26.3439354,-5.91817237,17.0947945,13.149215520000002,13.93548879,-14.9702542,-15.842147590000002,23.120889899999998,-3.26156603,-17.9815297,-26.4634373,-3.50880978,21.1763186,-26.966736999999995,19.1463627,-22.806077000000002,2.2941160020000004,-9.57364259,42.10154080000001,6.77565399,-26.3608196,7.39078603,48.75387599999999,4.06662248,15.6534849,0.8436672799999998,16.9729501,-0.881946707,13.98064493,25.987416200000002,-5.993291130000001,-4.42616971,-34.416916799999996,0.66258203,-31.666769699999996,-16.5477563,-16.418463699999997,True,cdk8s-awscdk-resolver-0.0.9
63.789642928,-227.89702888,-59.53936087700001,-113.59240510699999,-46.22869099799999,99.09828397599998,-17.180224956599996,-74.20906195300002,384.04328387999993,-205.55944349,141.97972639000002,18.470519904429995,-131.69560110999998,77.344984465,47.618610364999995,-147.27134473000004,320.43920564999985,74.77237272900005,184.69525681,-124.27110332899998,164.62968121999995,61.98595192200002,-82.43385326499998,344.4880263100001,257.0444080600001,268.03492056000016,-118.53233262500004,-9.06273605,96.53851103299999,5.303298629759999,-68.75223145299998,91.13308421899998,-349.16018697,133.141457943,112.15489501199997,-217.01338560999997,47.06306576,-215.47172805999995,112.163603678,-95.96472471599998,233.80118023000003,-181.23730544999998,176.2732455700001,88.12326173400001,-138.53358918299992,209.64538210000012,350.42455572000006,-40.52271416800001,6.52323656,-40.06980464400002,35.91208443,-75.25747003300002,-21.3961778648,-257.4887178699999,-384.2759911099999,-67.255048398,-93.147665396,-147.91864052999995,-120.75114442300003,44.20038749500004,-146.57765366000004,-35.65002787899999,111.404306971,23.76728665729999,277.54625755999984,31.045925133999997,-298.53514400000006,-2.8135159701,20.490001961,-22.295110852999994,-106.18657473299997,-38.769755009000015,-168.95668649,-95.79267201599997,-142.22161601999994,-203.92926074,256.29928332,-63.32357393499998,454.55025274999997,133.0077582,66.85484593499999,-291.72272167,12.763112231800001,-8.976830093600002,6.668000039,-245.4516495299999,-292.02357747,49.07649931399998,-91.044777657,53.12288856700001,-221.87914954999994,-231.39754960000002,-53.49873123299998,148.93807079999996,120.19892375000003,122.79597305999992,-135.74967976,-138.513400794,206.32413103000013,-26.536212269100005,-155.0288021,-234.46632259999998,-29.706081130999994,186.88012214999998,-235.13740579999993,166.9806281500001,-201.1529302499999,17.081367397700014,-82.763896189,371.90896205999985,61.50279568899998,-231.08597963999992,63.87999444200003,422.76393210000015,41.441703006000004,135.92858854000002,2.4172431493999995,148.06420638000003,-7.415991257430001,120.99856199400004,227.67233653000008,-52.646670677999985,-40.85164012,-302.02142478,7.976496968599998,-277.57597587,-149.07157661,-148.15245717000002,True,cdk8s-jenkins-0.0.25
962.7365821407984,-3622.0874198799897,-955.5398513119998,-1825.0865833070018,-746.8069536239998,1561.699597905998,-262.2895875202996,-1186.3735689199966,6113.589624260007,-3277.1197505300092,2254.6686123429977,332.5908130412986,-2109.5419989039965,1258.713401884,746.6855577979992,-2321.161326930001,5070.918894130002,1188.0640525500007,2947.847778120003,-1996.191695448,2579.1164844599994,960.886515310001,-1294.867453590999,5480.523709000005,4095.603219839998,4318.202707549994,-1841.6986486130033,-137.75705783030037,1525.4611927099986,100.2564734166637,-1096.0851506849988,1454.8386587900018,-5518.134252629999,2123.039211656,1750.7060687020007,-3464.1353639999993,746.857997394,-3390.6195532999927,1786.525563907,-1526.4307354640034,3715.550861339998,-2904.6394726399967,2772.8121520000022,1398.1479113640005,-2253.0090384020045,3340.1462007399973,5524.449609590005,-633.967244213001,119.93130097239973,-654.5905131915,593.0122674130007,-1230.5135968529987,-365.5753109088999,-4083.943415679997,-6150.663741990017,-1054.825660534001,-1485.7213042800008,-2360.0348860499994,-1935.0978428750013,742.3672609160017,-2370.9257330870037,-542.9992207332995,1795.012135823002,383.7276604573054,4424.878821180014,487.1142214902996,-4727.884150390003,0.9598268827999983,320.6210773366002,-371.5265186000006,-1733.3874313210006,-650.326645267001,-2720.3736974800026,-1567.8891298300011,-2207.973722419997,-3240.082663850001,4076.433328280003,-1017.8606394090039,7227.104634060008,2123.520138398,1026.9752277159996,-4631.067071270001,201.70122607682964,-124.24414965671004,115.6043954853199,-3909.208681119995,-4651.527816759993,800.2873673900009,-1455.534542296997,872.1597378190015,-3549.109779689996,-3710.5919232500073,-845.8680269750008,2372.9744735929958,1877.2477215640008,1938.0152096210031,-2139.325827822001,-2183.4967639770002,3291.4248603099977,-453.76195256789964,-2430.780226440005,-3749.553899329996,-474.19867237399944,2960.6423345499934,-3774.745240170002,2683.7786782000053,-3201.8427525899983,295.13043252380027,-1362.1049861509991,5928.526884569995,953.5364540839994,-3648.0690786800033,1027.9994878510001,6774.841449529988,655.7259012120002,2162.6593993959955,55.99636067208995,2397.926989852005,-98.33019940179712,1933.3404971850046,3624.5782619400075,-873.2294636690011,-660.7841212519995,-4845.550643439993,143.65068364032993,-4423.426957819991,-2390.2465331599997,-2313.31829218,True,chronicle-core-2.21ea9
145.25104281099968,-656.9841318699997,-165.7478255129999,-321.0208064029999,-141.6577176329999,298.8124458579999,-33.84343461325798,-227.56730236900017,1087.1733400000012,-561.6821477999991,387.44931943000034,42.574260336552975,-367.058055995,216.55920918500019,162.88025667799985,-405.6267723099999,888.7931261700003,205.68858002199994,510.0832206999999,-348.12900545000053,460.57022881000046,156.92917356700005,-225.19196917899998,953.3180769500007,733.9694121000003,753.7831127699997,-327.09240180700016,-34.02537268889998,284.31618267299996,-8.472509687829998,-190.72435326400014,258.377634746,-975.1279454799991,364.40355561299975,303.8291527689997,-599.3630626099999,126.99231633299993,-589.7476645800003,286.5536678329998,-247.66705688999986,684.7070217900001,-529.8283108900001,460.80224348999974,279.19429749000005,-392.7265820339997,573.1088416800001,964.4583490699997,-122.9684973779999,15.569125848299993,-101.65662251800008,109.14119214200001,-219.90059471700005,-60.96424024510006,-700.4419328000002,-1081.4014670299987,-186.06591733100015,-258.3880263700002,-410.96740489199993,-341.67952093199995,110.10379790200003,-402.4534808900001,-73.26667745560009,288.8583302259996,54.68655277075999,758.046896850001,70.94656988980002,-833.0583860000006,-25.865125820799996,53.034160058900014,-62.020846690999996,-301.88188678799986,-89.36652626800006,-451.09171208000015,-255.27774444800028,-409.85665675999996,-585.2644890399991,721.5882015599997,-187.98425838800003,1247.166943809999,389.96642786999996,190.77618486600005,-812.9494020900001,15.786921086960009,-20.440152679100002,38.184726461100055,-669.8613335900002,-800.7789353899991,151.587348041,-252.96019567000008,141.59609291599992,-606.2420395000004,-639.2555021900001,-146.30884517700014,409.6926776,343.31844952000006,329.6581759020002,-386.5064284000001,-399.80249823100036,589.3998556500003,-90.93872728874008,-434.58987642000005,-654.7354143900002,-95.68243414100006,505.01473840000045,-660.3586591199999,452.9689373399998,-571.1944628000006,58.79032468990004,-221.40096959599998,1047.2898418099999,165.49835810100006,-654.6484240700006,183.95565771000008,1180.9366055799987,140.10925772200014,385.10485998000007,9.982251489380008,396.34867633000016,-23.11422017251602,328.6625481799998,662.7446351500006,-138.33458089799998,-119.90736924000007,-849.1519520699997,39.45639523379999,-749.2425900500002,-421.2070862999997,-404.81739084999975,True,client-ktor-2.3.0-ALPHA.1
109.38283986000002,-370.4055033000001,-98.12548452000003,-192.91362638000004,-73.73761961000002,156.19857394999994,-29.048089479,-121.97158811999999,637.2716881999999,-340.7224382999999,237.92605874999998,40.031894363549995,-221.2943855999998,127.38145623999998,74.19415959999998,-242.8049770000001,523.6833402999999,126.02020802000004,309.52223329999987,-203.39846297,266.99121140000005,107.60205108999989,-138.20244294999998,562.1662467,426.15363199999985,449.1940943,-191.57710651000008,-11.419038789000002,152.57543202000008,13.794932828600002,-112.30653792999996,155.92823687999993,-575.1073044,225.74931418999998,184.99021938000016,-362.0785607999999,82.66693962,-351.6249468000001,187.98310885000012,-159.93532094000003,379.6959553999998,-300.4849142999999,295.42695669999966,139.62132871999998,-233.85009929999987,348.9444401000001,577.9723501,-64.21686921000001,8.027253208000003,-73.74045014000005,61.25144776999997,-125.8852179,-40.81570467000003,-430.55675989999986,-635.2827017999996,-117.01553564999999,-158.58664967999994,-244.76708892999991,-206.1179040299999,80.21253954999996,-247.95835570000017,-61.817377100000016,183.89054034,42.958501255,461.0664799999998,53.91639359,-491.8818182,3.2387124190000014,32.68808498699998,-37.46612097999999,-179.39661771999977,-64.34344590000006,-284.6289773000002,-166.1982130999999,-225.6096864999999,-336.1213041000001,424.3326979999999,-108.90047053000004,751.8873686999997,218.19910329999996,105.45964092000007,-480.0323130000002,25.968126680539996,-15.958817892999997,0.99286576,-408.0417242999998,-493.18751229999975,83.61401061000004,-152.66018348000003,88.38680746,-366.7185015000001,-384.8376717999997,-87.81065831000001,248.24505799999986,193.0436741799999,203.02625669000003,-219.27980129999978,-230.7673528900001,339.50435719999996,-48.097709740000006,-260.71113125999983,-387.095833,-51.89943089999999,308.36970680000013,-393.70014029999993,278.4647514999998,-333.67937989999996,33.18666168399999,-139.16616733000004,613.9463091000003,98.62840344000008,-383.0761841000001,107.33008727000006,709.0657987000003,62.23443063999998,228.149331,11.103919619000008,246.55839499999985,-12.856597903999994,202.05652714999997,378.9204719000001,-87.84968549000008,-65.47610062000001,-502.2485158999999,10.828738108000014,-460.1924350000004,-241.79340903000005,-239.87408309999986,True,condor_2.12-2.25
110.71678318619995,-414.78695710000005,-108.77860826399998,-208.76178772500006,-86.32783114500008,178.65219903399995,-29.735819372700025,-136.45502435000003,699.9339497300003,-374.6331483599999,257.47295626999994,37.29118428748598,-241.74567125999988,144.86980549500004,84.34480308499994,-266.26654604000004,580.8525413199992,136.60534320399995,337.7822038900002,-228.45824017,295.2761576499998,109.77103909600001,-146.99589608099998,627.4864063899998,469.11811124999997,493.36796549000013,-210.1277406309998,-15.680122692299996,175.44699069700002,11.581973565840007,-125.79144635900002,166.09900385300014,-630.7500389300001,242.7941959959998,200.208202363,-395.3501418199999,84.11778444099998,-387.33326164000005,204.77933103599997,-174.88710111900005,424.64512511000004,-333.1614908400001,316.9820185700001,160.10691134099997,-256.84646235,382.36113645999984,632.9466349300003,-73.754081291,14.662208012500006,-74.53520295700002,66.92838339600003,-140.5390039090001,-42.63284233809996,-468.14014993999984,-704.7607281800003,-120.87839616600003,-169.51330627300004,-268.48357435999986,-221.565283865,84.37078262899998,-270.08473057999987,-61.135180313000006,205.33788347199987,43.89849434261001,506.67368879999975,55.84089854279999,-541.3316478199998,0.36958926400000064,38.11178319509996,-42.68718899800001,-199.18847166000012,-75.83289395699998,-311.01949386999996,-179.62907083000007,-253.1824776200001,-370.99901312000014,465.69711031999987,-116.84504878399997,828.1705437600001,242.83864810999998,118.49917650100001,-530.2892353100002,22.841661777099993,-14.0739286379,14.346000977000001,-447.4386256800002,-531.0363819499998,90.54361259500006,-165.99183425399997,100.20043252900001,-406.10094070000014,-424.39984409000004,-96.67672684399996,272.5384224799999,214.955680026,222.74101121399997,-245.17513687999974,-249.45308180799995,376.42967313999975,-52.52306388500004,-278.17704663800004,-428.8227247999999,-54.69695678100001,338.16669065,-431.7534756199996,306.58192102999993,-366.26050964999996,32.9466839994,-155.8203152060002,677.2938559200003,109.52565850000002,-417.1766768499999,117.18662127199998,774.9834329000005,75.42377899300004,248.4725963709999,5.934183116899999,274.7001994999999,-12.332536914300002,221.96428274200005,414.64290457,-100.06847703699995,-76.40472247899999,-554.3023845100004,17.543336740199987,-507.18295424999997,-273.8604126700001,-264.30578241,True,cxf-1.2020.03.19_11.53-26f52be04676
